Token,Average Similarity
ἀποδεικτικός,0.006348308069936614
συγγνώμη,0.03759309880046401
ἀγανακτέω,0.06199762560637161
ἔαρ,0.03728955424653166
μάξιμος,0.10085171258804988
στέαρ,0.08471152934015694
ἔδαφος,0.09785004226401174
μεταδίδωμι,0.014492808638815973
ἀτμός,0.07959483582098327
πέσσω,0.012044564894517076
ἑρμηνεία,0.047443571099470956
ἀναθυμίασις,0.09490162966482427
ἐγγράφω,0.011228262492960644
δόλος,0.12565039507080467
μάχαιρα,0.08887977647272172
φονεύω,0.08793063053358802
θόρυβος,0.10817296387770169
εὔδηλος,-0.005249604213174664
ὁρατός,0.03750971599509398
ἀνύω,0.02463656376980623
αὐτάρκης,0.009164468494366999
ἐπαγωγή,0.06090774604681411
γονεύς,0.07310930399005862
ὁπότερος,-0.021896758620494557
εὐεργεσία,0.06525457685561852
διαλείπω,0.03135740733156446
χαιρήμων,0.06872335497530624
ἐξαπατάω,0.06425167534705341
ψηφίζω,0.006021613083913896
αὐχήν,0.10187852620864665
πελοπόννησος,0.08338523038833415
νομή,0.04506857417293366
δῆτα,0.02932633056993955
δαιμόνιος,0.0723977697099752
διάκονος,0.10956427736163936
ἀπώλεια,0.10477613728549956
σύνδεσμος,0.0677172870368217
ἀποτίθημι,0.06456901800459038
λειτουργία,0.09277197461420604
φίλιος,0.07929480538862779
πνέω,0.05362681747315294
ποτήριον,0.06393636679132099
κυβερνήτης,0.061112505806004
σταυρός,0.06394810029334493
οὐδαμοῦ,-0.031085824704978244
βαπτίζω,0.051112863797043204
ὁμαλός,0.07964021213219033
κόμη,0.11277118640312028
διήγησις,0.03774348901116616
πάροδος,0.07889540842389432
κεράτιον,0.08444372254571325
ποίημα,0.055346621948694115
ἀγοράζω,0.05031418345716447
σφάλλω,0.03680321591454835
διχῶς,-0.009609413108708354
ἀριθμέω,-0.024484352017655323
χθών,0.11058412785132281
ἐπακολουθέω,0.047928069876898405
ἀεκούσιος,0.04729199458989656
παραχωρέω,0.044513066206735355
οὐαλέριος,0.072287155906713
οἴκαδε,-0.003430132708518027
πίνδαρος,0.07297953109188764
ἱκετεύω,0.06499308936003728
συνοράω,0.03673848882468618
πλεονάζω,0.028248143038262515
προτρέπω,0.08782377749221994
κτίζω,0.06295957040449347
λόφος,0.1064599871289322
εἰκάζω,0.008067079488824427
δεῖξις,0.06050585185899544
πυρά,0.049520560950717586
ἐργασία,0.0895747286917493
ἐκπλήσσω,0.0688775573029661
ἄργυρος,0.07742963967124267
ἐγγίων,0.04414543067948069
ἀνόητος,0.09496576238295967
ἀφαίρεσις,0.06897535881712058
συμφωνέω,0.02409419324363248
ἡμιωβέλιον,0.09258255736328593
βούλησις,0.04613339666647676
τοπαρχία,0.07266403821360894
ὀρός,0.09353413674318044
νέρων,0.05056926662779158
ὑπήκοος,0.06764107390646583
εὐεργέτης,0.06736464637655593
ἀνώμαλος,0.08988568668685153
διαπράσσω,0.04470362702626413
ἔμφυτος,0.028657723341534883
περιουσία,0.08760823132260387
ἀγένητος,0.04936350096333519
διαιρετός,0.023927007691892696
γέλοιος,0.02988824147715659
τοῖχος,0.09984410534473934
νεφέλη,0.09458999756521727
ἀγείρω,0.07656764822132126
ἄντικρυς,0.026516438645511214
σιωπάω,0.014314474402101497
προσδέω,0.01644922149332073
διατριβή,0.07052954811762577
ᾠδή,0.08705424759587121
κριός,0.07900944821399099
ὑπομιμνήσκω,-0.03040946583417585
μοῦσα,0.09422544588320962
τρεῖς,0.05238723173906423
ἀξιόλογος,0.04079525580597929
καθίημι,0.06162897897183867
ἀγαπητός,0.03952220085201249
πάμπολυς,0.03320801591045853
χέω,0.09703946764313846
φήμη,0.0797926794286553
ἐκφεύγω,0.06800234137435779
ἐφάπτω,0.00582074780921668
χιλιάς,0.05603584967165696
σπάνιος,0.055583386959791356
εὕρεσις,0.05716473020454499
χέρσος,0.09000399594323885
ἀσαφής,0.012980030286084531
ἀδίκημα,0.05435660104060684
ἀνατρέπω,0.10144110550040747
ἐπιτιμάω,0.05138619835208481
ἐγκρατής,0.06036482637257501
διαδέχομαι,0.046971857343713896
στεφανόω,0.08040647470004761
ἀνατέλλω,0.06089281064349768
παροξύνω,0.07517982799243363
περιίστημι,0.09721175055730924
ὑπόληψις,0.05720201111412869
θέμις,0.06799368394105416
φίλτατος,0.05430233840810101
ἀκάθαρτος,0.062435784564331936
κρόκος,0.10344217225481728
ἄρειας,0.07548384966375186
ἐκβαίνω,0.041630426668141464
ἐμπίμπλημι,0.07104087459848461
χριστιανός,0.050488855585810566
παράλληλος,0.07200493087874525
κάλαμος,0.12782361185291927
ἀμέλει,0.049257876208691605
ἄργος,0.1159889282555593
ἀκρατής,0.0703042518493592
φοιτάω,0.07534208751087437
προσέτι,0.057069422344834475
τιμωρέω,0.030958612544637127
εὐπορέω,0.013121321885268091
παρεμβολή,0.07837671240165943
νίκαια,0.06587358775950292
ἐφοράω,0.055028375586364225
προνοέω,0.008034032555131637
γραμματεύς,0.05499835441640333
κυριεύω,0.009282054776562958
γαλάτης,0.11538293858461296
μεσημβρία,0.08818231985896971
ἀναπαύω,0.0637842341451803
κληρονομία,0.06170738702024763
ζῆλος,0.0993158623959008
πλήρωμα,0.06185829470651391
ἡσυχάζω,0.02759489714992159
διάκειμαι,0.026704738763435258
περιπίπτω,0.0665698812526032
προσδέχομαι,0.02055689368538833
ὑποστρέφω,0.09275392828141289
ῥάχις,0.07285518795475393
μάθησις,0.06474432831164523
ὠμός,0.10351339753591478
ἐλέφας,0.106198618337156
νομοθέτης,0.04222434430528557
ὅρμος,0.0809769345911141
στόμαχος,0.09913394587103594
προβαίνω,0.04548870344269843
σφαγή,0.11370238237234749
πατρικός,0.08638364158840045
ἄνειμι,0.07437460719830646
τιμόθεος,0.08224351804519454
ἀρκάς,0.0857072466473568
καταγιγνώσκω,0.025774115617742278
ἔχθρα,0.071675081512048
ἔδεσμα,0.07514181627650596
ἐρυθρός,0.07764803868043336
ἀριθμητικός,0.03393722969267688
ὀκνέω,-0.003720372205773813
πόσις,0.11000598356352147
πόλος,0.09649013066506913
δάκνω,0.07122257668728822
λῃστής,0.11728821308724413
ἀναίσθητος,0.05848450548289061
μάρων,0.08509591378534728
χῶρος,0.10292520397129083
ἐναντίωσις,0.011285491331490836
στρατιωτικός,0.10977498161056257
συνέχεια,0.0693236976037442
κατατίθημι,0.06456914017639478
ἀτάρ,0.03620658220217893
βεβαίωσις,0.059895243868489406
κῶλον,0.07781618975378296
νήπιος,0.06305335809418404
ἄμετρος,0.09734633106820698
δειπνέω,0.059214579394627355
κόπος,0.09370824230030998
συλλαβή,0.013846815036347965
ὑποδείκνυμι,0.018205013348098334
ἴς,0.0794769628770887
ἱππικός,0.0775202926134909
διαδοχή,0.07779543074133181
κῶμος,0.09887408833106577
παραμένω,0.03731789423424349
χάρισμα,0.05154994621194714
μακεδονία,0.10157473348834443
ξηρότης,0.07000180829334214
ἐμμένω,0.019847206512696145
παραγωγή,0.09166259497938437
χειρόω,0.05013458889366321
βουλευτής,0.058370536105766785
ῥύμη,0.07770661355369747
ἀγγέλλω,0.04803047031461831
ἀναίρεσις,0.08843746272677502
ἀπίων,0.08755959561534218
πένης,0.061553434690893326
ἑτοιμάζω,0.05228538470863694
περιτομή,0.07222220322531564
καταβολή,0.07787951862231482
ἔριον,0.11933683296822024
αὐγή,0.08803204409686305
χρύσιππος,0.04692398411197849
ἐπιστήμων,0.017455547703134185
παροξυσμός,0.03561879150117834
τετρώβολος,0.09819389853562804
ἱκνέομαι,0.07310351336264864
διόδωρος,0.08922616297894878
ὑπόδημα,0.08128842891774185
κακόω,0.06958356775838477
ἰούδας,0.05817123307447795
μῆδος,0.08929518737587946
καπνός,0.09770171045491499
σκιπίων,0.07643321895315032
συχνός,0.09134458764197524
ὑπέχω,0.02139093715099766
εὐδοκέω,0.0188838225171216
τοτέ,0.05002206512979201
ἐπιφαίνω,0.05858045773090173
σεισμός,0.10502584997751566
τάγμα,0.07229937243696646
διαβολή,0.09226967250290279
ὑστεραῖος,0.091899440929057
νομοθετέω,0.037726232509695416
κατάληψις,0.07630823834556386
πεντήκοντα,0.043754081669662145
πρόσοδος,0.08394392754610683
ὑπισχνέομαι,0.0219319023596153
ἀμφισβητέω,-0.027479029607341224
ἀόρατος,0.06617193579205165
ἐνοχλέω,0.047816304588132456
αὔριον,0.04094209030396283
φλάυιος,0.07967767783572902
γόμος,0.07706489913851698
φρουρά,0.08363598974608866
συγγένεια,0.09555696212812509
ἐπιγονή,0.08996985338499229
σύμβολον,0.07409364472910156
σκέψις,0.021783540882809826
ἱδρώς,0.0982438745385311
σέβομαι,0.044434160270760456
ἀμυδρός,0.06799599253772205
καταπλήσσω,0.08289823452276175
μνηστήρ,0.08661887335066591
ἀποστερέω,0.03468560823490083
συντέλεια,0.059319359677102446
πατάσσω,0.07625822946422173
πενία,0.10614319367576522
τρισχίλιοι,0.046996416603392537
ἀρχιερεύς,0.047532492966031514
ὀνίνημι,0.008652697669153688
προφητεύω,0.03301994383099006
σόφισμα,0.03819009159789334
δειλός,0.11934623748720334
κλῆσις,0.07430764667730204
ἀμήχανος,0.07716179068748423
κλαύδιος,0.07592660425900612
ἀποδιδράσκω,0.08122764575306404
συγχέω,0.03212948659607104
ἀκρόπολις,0.08865375330816
στρατηγέω,0.04832906023266536
τέρας,0.06800576791536378
στερεός,0.08743225171224939
ῥήγνυμι,0.08660206913347088
ἀπωθέω,0.0700419267112682
νέω,0.06240211710310236
ὑπηρετέω,0.042285967605881915
ἄλγημα,0.09180610304295612
μηδέπω,0.013772391621343083
ξενοφῶν,0.04247080318701674
τελειότης,0.06296350222878097
λίβανος,0.1272872841297673
δράκων,0.1033205347903905
πολυτελής,0.10372466257925787
ἑός,0.0981697882286293
ποι,0.011889334358637718
μετατίθημι,0.038287312001862486
στέρνον,0.13258729632457472
κριτήριον,0.03058958767954437
ἐπισπάω,0.08754766845252032
τόλμα,0.10241192348261154
ὅρασις,0.05420499488946626
συμμείγνυμι,0.06236965858760305
πλουτέω,0.05382592083946214
γενητός,0.027609600189868577
ἀναφορά,0.022188255932661806
μελετάω,0.09015607484681111
λυσίμαχος,0.07363734357744459
θήρα,0.1340097784820855
ξέρξης,0.05710448318697813
παράπαν,0.02112395220973213
οἴκημα,0.08013151776298578
μνῆμα,0.08517996815437065
ἀμερής,0.03788855800393438
ὑμνέω,0.05324853068135124
συνώνυμος,0.006951597896428357
ἀσύμμετρος,0.06659643974124213
ἔνατος,0.05552834837567858
προΐημι,0.023136539558371368
γεώργιος,0.0747664969621989
ἀνθρώπειος,0.05498216645956996
τόνος,0.08534446842923141
πρόσωθεν,0.047551677193155235
συγγράφω,0.0010841096376317208
ἄμπελος,0.07692222275607237
παραδέχομαι,0.038207815125174203
σαμάρεια,0.09759052616414114
αὐλός,0.120665294813488
αἰθήρ,0.08255869296226262
παραιτέομαι,0.03331464000262787
βασίλειον,0.0894562147273605
ἄνισος,0.044176891957462286
ἔκλειψις,0.030960039660865555
πλόος,0.08458003887041632
κριτής,0.03507087029112976
ἄθλιος,0.10258712593952651
ἄτακτος,0.10808059903979582
ὗς,0.10483801261151764
ἑταίρα,0.07180282815757758
δικαιόω,0.028502544070448617
διάδοχος,0.06651850976950512
φίλων,0.06625191946126556
περιγίγνομαι,0.049303714203155255
σκευάζω,0.07014812996303076
πλεονεκτέω,0.009166010872883006
θυμίαμα,0.10433135499426847
σιγάω,0.020305771086457147
πρόσθεσις,0.03714620842283844
πορίζω,0.013303701709831714
ἐνώπιος,0.013854856093378191
κόρινθος,0.11210616924273625
τοσόσδε,0.0011929741262392988
δειλία,0.122577349102268
ἔνδειξις,0.022020601047735195
διάμετρος,0.07533933396656287
ῥῖγος,0.10160411312365984
προδίδωμι,0.04967127360638281
αἰνίσσομαι,0.03232226106735851
καρτερός,0.09894297536117905
φορέω,0.10961271213161272
εὐαγγέλιον,0.06824956477383344
ἐλευθερόω,0.06244985221956785
ἐπίκουρος,0.10963703910671446
παράδοσις,0.06589446564333011
ἐμπίμπρημι,0.07098192825929697
τηλέμαχος,0.08350113216675964
σωφρονέω,0.024632669885084914
ἀπιστία,0.11200554254229508
ἀκρόασις,0.043046831784149725
φλεγμαίνω,0.03954856080298679
ἀπλανής,0.07178769071190307
ζηλόω,0.05952714670755922
ἐξηγητής,0.011845938024660961
βοιωτός,0.057620320312493756
πυραμίς,0.06691388776914708
θλίβω,0.08348163227410646
χεῖλος,0.09103781312466774
πολλαπλάσιος,0.033122067776062324
διάλυσις,0.07653428193165449
τεσσαράκοντα,0.039993489714013494
παντοδαπός,0.12306074882638347
ἐνδεής,0.035531943218969554
μύρον,0.07808209916676445
πτῶσις,0.058213997116449825
φθονέω,0.037747909384775256
ὑπόνοια,0.09915876374048066
σπάρτη,0.09837905721316384
γέρας,0.06225232629769201
δαπανάω,0.055029784679937535
φιλόξενος,0.11745053536685546
γεωργέω,0.030876672672727645
ὑποτείνω,0.05850286180319292
παρακελεύομαι,0.06445485884764461
ἀριστοφάνης,0.06643726164625612
σπασμός,0.109956478930495
τίμαιος,0.04503907636848
δῆθεν,0.06988730192441844
ἀκίνδυνος,0.08006325937774514
ἀναλύω,0.05618142935698683
ἐπιτηδεύω,0.06217704788487231
ἦμαρ,0.0549665116005713
χορηγέω,0.043610399291894066
φιλοτιμία,0.10296292088906432
παίζω,0.10521458383457803
ἐνδύω,0.08216376050842815
πιστόω,0.015728864994058404
ἑξακόσιοι,0.046358720599059024
ἀνόσιος,0.10715061658275575
πάμπαν,0.0400373478815596
πόθος,0.11260514092093
ἐραστής,0.08668065318785739
θέατρον,0.11141878478971576
τραπεζίτης,0.08655959507582378
τέμενος,0.08898121513289155
παρμενίδης,0.047169185950307876
διέξειμι,0.038423772332665314
λακεδαίμων,0.09587932926550391
δήπου,-0.06920845276983757
ἀλλόφυλος,0.09844495249333475
δέσποινα,0.04714141476369298
νεφρός,0.07103897635802973
διατάσσω,0.06529972002405152
θεράπων,0.08098288623990985
ἠθικός,0.04626845547956235
ἀπειλή,0.10565605346486402
βοηθός,0.062150758588262404
φαρισαῖος,0.07361900530051729
πυρέσσω,0.010773366933319987
στασιάζω,0.06733938597595586
ποθέω,0.021552298732119318
ἀπόστημα,0.061689746630986
ὡσεί,0.03803476579591763
θρᾷξ,0.09572110161033154
ἁμαρτωλός,0.07819883682598286
κάτειμι,0.09827791156325233
μειράκιον,0.07800491181170252
παράθεσις,0.06685119655300933
ἐπίσκεψις,0.04421101251948957
πέριξ,0.05790063018936744
ἄγε,-0.00043480815243727717
ψυχρότης,0.04737173774616402
φρούριον,0.09581636755736603
στρατηγία,0.08343081769799873
τριταῖος,0.052281103828510374
ὁπηνίκα,0.005571783797522167
ἐρώτησις,0.03702672306836469
μάντις,0.050693987694168954
διόρισις,0.002907309599903174
μετάθεσις,0.07295823796981718
ἐγχειρίζω,0.0349711495402351
δωρέω,0.05664462576368256
δεκάς,0.0345889517090731
τρύφων,0.07655601010435657
ἐξαποστέλλω,0.0805072560217231
κλεοπάτρα,0.07138237871660862
μετέρχομαι,0.05219715535642614
σπόρος,0.10253997204343623
ὕπαρξις,0.042130435879479206
σπορά,0.042981583670980004
ἀναδέχομαι,0.04180835711386569
συντρέχω,0.08540281505968912
κομήτης,0.07998553812426598
δρᾶμα,0.06415832213767907
εἴρω,-0.03311813838434855
προφανής,0.07913310044919393
βῆμα,0.06694961701770762
χρέος,0.060963539839547276
κόρος,0.13770092688686478
ἀφροδίσιος,0.1282177091424741
κατεργάζομαι,0.044534366869044315
κατόρθωμα,0.08426037297110048
ἀνάθημα,0.09381510574034842
ὄψον,0.08040188409635157
ἐπίπεδος,0.08400241755583447
θεόφραστος,0.0699506168404689
ἀργός,0.09746232129347246
διαφυλάσσω,0.03837470807843538
σπένδω,0.05839233219801104
ἐμφανής,0.07179108841460932
προσποιέω,0.04330377578709005
ἀρνέομαι,0.004000623562046052
ἐπάνειμι,0.06241609906804393
εὐτυχία,0.05787889719799719
προσβολή,0.0857288143894037
ἰσότης,0.05284817070688237
παράταξις,0.09221168497736004
μέθη,0.10076896051198045
δούλη,0.03080116655261495
νεῖκος,0.0751785863029947
λύχνος,0.10033826138789631
ἐπιστητός,0.02122345271606882
ναυμαχία,0.05858551881647453
νικηφόρος,0.08252328226461424
ἀντίνοος,0.0783317918908087
παραυτίκα,0.08540263953706942
σύμφωνος,0.061861243913549406
δισχίλιοι,0.0499121523883841
αἰθίοψ,0.06957825045460311
δαιμόνιον,0.07213184544051823
φρέαρ,0.0545783877567019
ἐκκόπτω,0.0684049712545082
ὑπόσχεσις,0.06367074425442044
βαστάζω,0.05334537739643511
ἱερωσύνη,0.07529981771990549
ὄλλυμι,0.0748875206539126
ἐπιδημέω,0.04535352902645958
ἐρασίστρατος,0.018245510561750642
ἀγκών,0.06964331740299765
παίω,0.11080585241550098
θεῖον,0.08458021020181075
κληρονόμος,0.050159521181939094
ἑβδομάς,0.029030364986916943
εὐφροσύνη,0.11185730957465446
ἀπολογέομαι,-0.003430101525247986
φείδομαι,0.027440627061390256
ἀδιάφορος,0.049904437598118245
εὐδοκιμέω,0.014825768174201474
χρηματισμός,0.05266131015538613
ἀνδριάς,0.06911836930421499
δημήτηρ,0.08050709606239999
σύνοιδα,0.06053739440024322
ὑποβάλλω,0.06306496709942241
ἐμβολή,0.08416302013137604
μεσότης,0.05522746509284951
ὁμωνυμία,0.028084039308102014
δάνειον,0.08076333553537443
κανών,0.04171526177964618
ἀπονέμω,0.03921877674688706
ἀργύρεος,0.08315006046408716
συστέλλω,0.06640930750674937
εὐριπίδης,0.07024546778390513
ἀρσινόη,0.07499564640811289
μετανοέω,0.04323373869710275
τέκτων,0.0736791943979319
ὄφρα,0.0696162409101197
ἀγωνίζομαι,0.04081393575017514
ἆθλον,0.05060709632763556
ὁπωσοῦν,-0.013879190604051156
συγκρίνω,0.025021714612352954
ἀπαγωγή,0.06314299750174657
περιφέρω,0.08009845136858096
τίνω,0.010624252900851219
ἐρημία,0.11976560974887308
κεράννυμι,0.07153998698362879
θεσσαλός,0.10100544086634855
ἆθλος,0.062394429063719614
ἀντίπατρος,0.12231014459876702
δυσχερής,0.05927877862148349
ψαύω,0.02422283869234153
εὐώνυμος,0.08080626720806947
καταμανθάνω,0.02638847187985892
τήκω,0.09255900243495697
κλέπτω,0.06114882828728073
μαρία,0.09851442753674228
λευκόν,0.04910637439555865
φάσις,0.043901259356152245
ἀξία,0.0796235654053024
πρεσβύτης,0.09259301401286055
πένθος,0.13125716219521333
ἔργω,0.0802810784781944
ὁμοιόω,0.018542066872655184
χρηστήριον,0.07880338849611267
ὀλύμπιος,0.027565819430180466
ὑπονοέω,0.020358434637600602
ὄναρ,0.0030771082424742966
λόγιον,0.0663273984638263
ὑπόδειγμα,0.048935995491245166
χάραξ,0.08740810877835326
σύγκλητος,0.07066845975380147
ἔνστασις,0.07253477449336017
τοῖος,0.07620352245056337
δυναστεία,0.09336337193055756
ἰδιότης,0.04179303697074288
ἡγεμονικός,0.06177739368523544
γεωργία,0.08666534115602559
ἀγησίλαος,0.08023142498969783
ἀνάξιος,0.03847231137988242
οἰκοδομή,0.06198946287938327
ἀκολασία,0.122238186778198
ἐπισκοπή,0.06332282310868713
ὑπεναντίος,0.05532712656826589
ὁμόνοια,0.07284096042659047
ἀναξαγόρας,0.06010505548174551
αἰδοῖος,0.11332340868031689
μιθραδάτης,0.09939770635872335
προτείνω,0.057872818011764415
ἄφεσις,0.08604890743957973
διασπάω,0.08770038767122354
μετέωρος,0.11493919437453579
ἴωνες,0.05876040173849201
μεθύω,0.06780706819646704
ἐκκρίνω,0.036892985263368115
θέρμη,0.07065607442395144
στρατοπεδεύω,0.08276528442018005
ἀπαρχή,0.04850910759426333
σφόνδυλος,0.06873821642372405
χρώς,0.1106911809153278
ὑπηρεσία,0.10049077287043308
τροία,0.11151993750464369
πρᾶος,0.1071019304510214
ὁμοειδής,0.03665368848588927
ἴλιος,0.10462223837560479
θεσπέσιος,0.08689175800119406
εὐφραίνω,0.05103721499967668
ἀπογραφή,0.012313418014116291
διακονία,0.11290197458366372
ἀπελαύνω,0.09961246248563792
ἐκλύω,0.05452520609096901
μαίνομαι,0.05501890752044544
ἀμπελών,0.06281789102453549
ναύτης,0.10543756430319122
λυπηρός,0.071813916405165
ἐπιγραφή,0.03230360201009377
ἐξέτασις,0.06443971673321831
ἐπίσταμαι,-0.018265072859555607
ἄφθονος,0.0929270139235503
εὐεργετέω,0.02696826589604354
ὀλέθριος,0.07830172106416451
ὑποθήκη,0.027125857656906824
περσεύς,0.09598913337686646
διανέμω,0.03956514103644213
ἔλλειψις,0.04055014391913293
συνοικέω,0.05423079394750445
καλύπτω,0.0919284389422265
εἴκω,0.048316841569725676
ἀσυλλόγιστος,0.03486499574281753
βαϊμοῦντος,0.08156577796771106
θησεύς,0.10204234468385573
προσευχή,0.07302691199601996
κατήγορος,0.0478108208351513
ἀναμένω,0.010760385162862455
θεόφιλος,0.10098686494074073
εὐρώπη,0.07988137445336177
ὀνειδίζω,0.05948154589490328
ἔρις,0.11221297098795086
τεχνικός,0.06401228138025482
ὑποχωρέω,0.06657317575876096
βλασφημία,0.11089582893650309
ἐμποδίζω,0.047827498035325704
εὐρύς,0.0823525682160671
θυσιαστήριον,0.08424286980610751
ἀρίσταρχος,0.07928586093924889
πτηνός,0.09140075538537763
ἀποκρύπτω,0.05775358116202655
ἐπιχώριος,0.10526109534734629
αἰδέομαι,0.036113445367723124
κληρόνομος,0.07850802778005565
ὠκεανός,0.09218211897962289
ἀνομία,0.10456403002871234
ὄφις,0.12249712653432199
ἐξίημι,0.025598010974797813
ὁμοιομερής,0.00439363773940071
δόκιμος,0.06542312519033491
ἑνδέκατος,0.037731823517194646
κύβος,0.09543927312263215
τετράς,0.05152598584503475
ὀσφύς,0.08236196396992561
κτῆνος,0.0819676483454928
σκέπτομαι,0.0014477827839105416
γαμετή,0.08553754783356066
αὖτε,0.05368248246322524
ἄρειος,0.08891999571899548
ἀγέλη,0.09146009198399858
ὑποπτεύω,0.047435417502411335
διηνεκής,0.04365692090756873
σαβῖνος,0.10837581480735348
ἄριστον,0.04333346336862877
ἁπαλός,0.1310446792328658
ἀντίγονος,0.07761971436185365
δηλαδή,0.0446096763108095
ἔνοχος,0.031909542246613964
ἀκρασία,0.0861132419444007
ἀνυπέρθετος,0.036637171571771855
κροῖσος,0.08600670567376686
νῶτος,0.10854669492088842
μέγαρον,0.0800807658437923
μάρτυρος,0.05489848854232429
ξηρά,0.03499830107881505
χειροτονέω,0.06197619857935983
λιπαρός,0.11958464307370252
μυκτήρ,0.10683212900202578
πολλαχοῦ,-0.0007612807760601038
διαπέμπω,0.07580501470747227
τοιγάρ,-0.014310104252874645
δεόντως,0.007023257383013336
γυναικεῖος,0.13305207166010682
ἀθλητής,0.05316046544455203
πέλω,0.0803140360898012
ἐπιδημία,0.07544674429068385
ζεῦγος,0.08618202645513173
βλέφαρον,0.11153241673833567
διαγραφή,0.04175367905867373
δίειμι,0.03285010865866704
ῥυθμός,0.08152793467709896
ἄμεμπτος,0.0424509600960996
ἀθηναῖος,0.08187947499291262
φάρυγξ,0.07388758526531203
σιωπή,0.07932482357916365
λοιδορέω,0.0853639898687908
παράνομος,0.09247573822498655
διαφερόντως,0.055810758160595234
ἄγνωστος,0.04205615136181093
μικρότης,0.0731570764302508
σήπω,0.03712649708182715
καταστρέφω,0.11438786985337557
ἡλιόδωρος,0.08187413672746337
ἰσχίον,0.09965018900788711
κόραξ,0.11581537935791439
ἥβη,0.10210727900541794
ἀραρίσκω,0.09169717295369069
πάτροκλος,0.09539842287458457
ὁμογενής,0.04620618690378405
ἐλασσόω,0.027435882547026887
διαστέλλω,0.04276944954887858
δανείζω,0.07155948977608612
θείνω,0.08265721841529709
ῥύσις,0.10372857339946
σταυρόω,0.057574542107745395
ὠκύς,0.0760400012913666
φυτός,0.04692261414791863
μαλθακός,0.11676118849975141
ἀναπείθω,0.07338707546230333
ῥομπέρτος,0.05282218467055466
μεταφορά,0.057401608714377446
κρίμα,0.08380427938136466
περιχέω,0.05223203090955503
σιγή,0.10042471165448727
παραπέμπω,0.08528069683375977
ἔκκρισις,0.06625949090631357
ὅπῃ,-0.057454564772327285
θρεπτικός,0.04187386790233438
τραγῳδία,0.06995857197440698
εὐλογία,0.09368939056221129
γενικός,0.04804060085776875
θαλάσσιος,0.11894836353662429
κύκνος,0.11940974052543459
ἐπικουρία,0.10115873295366398
αἰδοῖον,0.11685615251828814
ἀποκαθίστημι,0.05759466376748376
θεοσέβεια,0.10967489423574887
ἀπειρία,0.10743103080534408
ἀναγορεύω,0.06798838056686825
κλείς,0.08390593386598036
ὑποπίπτω,0.0480772148261048
ἀπογιγνώσκω,0.011245890858760472
ἀτιμία,0.11067563733906977
συμπόσιον,0.09506632669585988
ἡσίοδος,0.06465931832759028
πτερόν,0.08994666352636739
φιλότιμος,0.10100037661490263
μάγος,0.09240736804505628
συναθροίζω,0.07553446623079868
βόρειος,0.10492926174833736
θρασύς,0.1292214804091323
ἀκτίς,0.09506714456895647
στύφω,0.05588917755949442
στήλη,0.07201581916040728
χορηγία,0.09962256241921646
βαρύνω,0.08108020050804733
καλλίας,0.08054906467480881
πορθέω,0.06500255530471724
ἰβηρία,0.09503221871391998
σκληρότης,0.08622392635594943
ἀποπλέω,0.06996528786626077
σέλευκος,0.10921023060419573
ἀπόφημι,0.005784863480741389
ἐνθένδε,0.011720985852181006
παραφέρω,0.0719437022759191
πρεσβευτής,0.066314178092217
σημαντικός,0.004273015067476608
πυκνότης,0.08106655016292959
ὠνέομαι,0.013128972532300895
μηδικός,0.07325593290898572
δυσκρασία,0.04029037276906934
ἀετός,0.12592762530629728
προχωρέω,0.024012775024875508
περσικός,0.11857245237866987
ἡράκλειος,0.10500274460296626
θεοδόσιος,0.09705480407022206
οὔτις,0.02799464825365848
κρήτη,0.09566950074949626
ἀναφαίνω,0.05963789580860117
πέραν,0.05620290667641751
κεράμιον,0.09728801830761978
ἐπιτείνω,0.09772244265793784
οἰκοδόμος,0.07744622379914122
καταπαύω,0.037504645886707905
ἐπιτυγχάνω,0.03520804720709879
ἀδυναμία,0.056331971790235615
ἀντιλογία,0.07762725685130167
σκῆπτρον,0.09889100373959195
βούλημα,0.04108767922174076
φάντασμα,0.045511572458043444
κύπρος,0.13597044901863214
ἀπαίρω,0.09521749837845093
ἱέραξ,0.106524370378053
ἀνάκλασις,0.08119514167503555
ἀντίληψις,0.07160702856497905
ἑκάστοτε,-0.0004660861844392627
φυτεύω,0.04832527302374592
ὀλυμπία,0.0963013498461747
ἐνδέω,0.018560216214093667
ἀποτέμνω,0.06002705793408163
λεωνίδης,0.1050419741211382
ψήφισμα,0.04520281251850984
ἄγος,0.12678661207435024
ἐντίθημι,0.028946716699560174
ἐλύω,0.04414772470778297
συνεργέω,0.06831527281840019
ἀποσπάω,0.08267913297052776
φρουρέω,0.09147491685885824
ὁπλίζω,0.10020443437311827
κάρτα,0.07888355869208251
κίων,0.10915803274281757
σπαρτιάτης,0.09307946455099386
ὀψέ,0.042671806228104646
ἀνθίστημι,0.06502931869507299
κρήνη,0.11067441435661644
ἰορδάνης,0.05908468630681786
σύμβολος,0.08021076626842608
ἐμφύω,0.05843020869044298
ἐσθλός,0.07464784292781411
ἀσθενέω,0.0530097683274239
τοῦρκος,0.09842666092280876
περιάγω,0.10545258833435299
σοφιστικός,0.037230870105945744
ἀφοράω,0.0729318083055151
δημιουργέω,0.03141517519777415
σχίζω,0.07019588134810688
ὑστέρα,0.08678571699888907
ἑστία,0.12073639562703241
λουτρόν,0.10285979561554791
οὐεσπασιανός,0.05517362296145209
διέξοδος,0.06577827805082428
